iter	Logloss
424	0.5996717129
425	0.5996164152
426	0.5996004281
427	0.5995722572
428	0.5995426651
429	0.5995251373
430	0.5995187064
431	0.599461834
432	0.5994263947
433	0.5993995104
434	0.5993631031
435	0.5993582128
436	0.5992639278
437	0.5992109965
438	0.5992021852
439	0.5991532211
440	0.5991019028
441	0.5990866577
442	0.599064368
443	0.5990470518
444	0.5990022267
445	0.5989242327
446	0.5989032141
447	0.5988612822
448	0.5988381026
449	0.5987875427
450	0.5987085103
451	0.5986807398
452	0.5986491132
453	0.5986364078
454	0.5986222259
455	0.5985660108
456	0.5985531489
457	0.5985383128
458	0.59852148
459	0.5985021598
460	0.5984733596
461	0.598457505
462	0.5984329701
463	0.5983969358
464	0.5983587627
465	0.5983247705
466	0.5982448825
467	0.5981689269
468	0.5981490616
469	0.5981360804
470	0.5980668068
471	0.5980145373
472	0.5979510343
473	0.5979216692
474	0.5978488533
475	0.5977967757
476	0.5977567301
477	0.597741604
478	0.5977065269
479	0.5977018386
480	0.5976590048
481	0.5976498841
482	0.5976145814
483	0.5975679969
484	0.5975432116
485	0.5974960301
486	0.5974410768
487	0.5974091548
488	0.5973873182
489	0.5973521274
490	0.5973314358
491	0.5973105043
492	0.5972752171
493	0.5972285917
494	0.597215804
495	0.5971716494
496	0.5971452979
497	0.5970981281
498	0.5970340573
499	0.5970110619
500	0.5969645669
501	0.5969468574
502	0.5969071365
503	0.5968809713
504	0.5968220519
505	0.5968131323
506	0.5968070207
507	0.5967752728
508	0.5967666406
509	0.5967590858
510	0.5967200775
511	0.5966723148
512	0.5966123282
513	0.5965273927
514	0.5965022644
515	0.5964689915
516	0.5963328306
517	0.596312924
518	0.5962755428
519	0.5961987708
520	0.5961821483
521	0.5961037905
522	0.5960162675
523	0.5959462413
524	0.5959254432
525	0.5958987007
526	0.5958915637
527	0.5958470403
528	0.5957650944
529	0.5957091506
530	0.5956527264
531	0.5956158119
532	0.5955914224
533	0.5955488371
534	0.5955298371
535	0.5955260723
536	0.5955123734
537	0.5954611335
538	0.5954103667
539	0.5953898588
540	0.5953807827
541	0.5953473689
542	0.5953165586
543	0.5952987419
544	0.5952758257
545	0.5952693309
546	0.595249597
547	0.5952336241
548	0.5951797646
549	0.5951253357
550	0.5951031568
551	0.5950164581
552	0.5950123647
553	0.5949835181
554	0.5949531388
555	0.5949197765
556	0.5949120374
557	0.5948793384
558	0.5948282267
559	0.5948186129
560	0.5948048976
561	0.5947751557
562	0.5947154645
563	0.5947118886
564	0.5946502545
565	0.5946133134
566	0.5946033236
567	0.5945920214
568	0.5945711957
569	0.5945395877
570	0.5945058164
571	0.5944612196
572	0.5944329019
573	0.5943641744
574	0.5942726389
575	0.5942538275
576	0.5942046663
577	0.5941863746
578	0.5941360204
579	0.5941104841
580	0.5940750691
581	0.5940063646
582	0.5939878135
583	0.5939824417
584	0.5939626969
585	0.5939052255
586	0.59388806
587	0.5938718997
588	0.5938202975
589	0.5937761577
590	0.5937086391
591	0.5936955186
592	0.593626775
593	0.5936118108
594	0.5935855507
595	0.5935491612
596	0.5935457483
597	0.5935020322
598	0.5934415969
599	0.5934136052
600	0.5933787437
601	0.5933288141
602	0.5933000065
603	0.5932943627
604	0.5932885667
605	0.5932141835
606	0.5931954954
607	0.5931621911
608	0.5931439425
609	0.5930858359
610	0.5930640431
611	0.592997422
612	0.5929589636
613	0.5929348026
614	0.5928971729
615	0.5928223875
616	0.5927857839
617	0.592783025
618	0.5927753228
619	0.5926870031
620	0.5926585165
621	0.5925898437
622	0.5925724289
623	0.5925535466
624	0.5925139411
625	0.5924901099
626	0.5924511565
627	0.5924420695
628	0.5923592604
629	0.5923172884
630	0.5921971531
631	0.5921623885
632	0.5921536554
633	0.5921412482
634	0.5921351578
635	0.5921262859
636	0.5920983119
637	0.592079362
638	0.592054332
639	0.592002655
640	0.5919786508
641	0.5919619542
642	0.5918885791
643	0.5918495387
644	0.5918159121
645	0.591799636
646	0.5917579895
647	0.5917213567
648	0.5916842735
649	0.5916593688
650	0.5916527129
651	0.5916387549
652	0.5915753589
653	0.5915565872
654	0.5915075888
655	0.5914748664
656	0.5914339696
657	0.5913975498
658	0.5913537278
659	0.5913355351
660	0.5913166983
661	0.5912921384
662	0.5912423121
663	0.591176539
664	0.591145445
665	0.5911169095
666	0.5910977325
667	0.5910577936
668	0.5909930802
669	0.5909337439
670	0.5909188039
671	0.5908052394
672	0.590765372
673	0.590719588
674	0.5906633762
675	0.5906220966
676	0.5905828716
677	0.5905759417
678	0.5905557051
679	0.5904859361
680	0.5904176597
681	0.5903528966
682	0.5903164999
683	0.5903036866
684	0.5902788802
685	0.590253826
686	0.590231087
687	0.590220674
688	0.5901927259
689	0.5901815051
690	0.5901548425
691	0.5901219266
692	0.590081334
693	0.590011029
694	0.5899903915
695	0.5899476539
696	0.5899070643
697	0.5898363611
698	0.5897938541
699	0.5897774307
700	0.5897594834
701	0.5897081422
702	0.5896394394
703	0.5896171997
704	0.5895528238
705	0.5895105006
706	0.5894960426
707	0.589453907
708	0.5894276649
709	0.5893832647
710	0.5893114562
711	0.5892961546
712	0.5892865496
713	0.5892497715
714	0.5892089182
715	0.5892006174
716	0.5891381554
717	0.5891034738
718	0.5890961649
719	0.5890812984
720	0.589079615
721	0.5890395103
722	0.5890220035
723	0.589005959
724	0.588985299
725	0.5889770508
726	0.5889357569
727	0.5889196503
728	0.5888767758
729	0.5888654086
730	0.5888525065
731	0.5888468866
732	0.5887953576
733	0.588759202
734	0.5887435161
735	0.5887186775
736	0.5886984801
737	0.588683015
738	0.5886502405
739	0.588595379
740	0.5885869394
741	0.5885696604
742	0.5885375999
743	0.5884769585
744	0.5884564905
745	0.5884354612
746	0.5883264404
747	0.5882894107
748	0.5882398229
749	0.5882053048
750	0.588191895
751	0.5881673726
752	0.5881502107
753	0.5881311544
754	0.5881051943
755	0.5880353043
756	0.5880227119
757	0.5879993438
758	0.5879724869
759	0.5879560129
760	0.58794726
761	0.5879368723
762	0.5878546552
763	0.5878215101
764	0.5878149303
765	0.5877968919
766	0.5877767875
767	0.5876724647
768	0.5876458255
769	0.5875840348
770	0.5875233579
771	0.5874833907
772	0.5874339708
773	0.5874153963
774	0.5873599066
775	0.5873044939
776	0.5872752351
777	0.5872448787
778	0.5872301386
779	0.587133059
780	0.5871223216
781	0.587057908
782	0.5870331222
783	0.586986536
784	0.5869760212
785	0.5869122313
786	0.5869047075
787	0.5868515643
788	0.5867927791
789	0.5867428879
790	0.5867331976
791	0.5867212904
792	0.5866930597
793	0.5866706421
794	0.5866365294
795	0.5866283324
796	0.5866064941
797	0.586561393
798	0.5865486223
799	0.5865234859
800	0.5865186927
801	0.5864872037
802	0.5864643709
803	0.5863788955
804	0.5863303352
805	0.5863058724
806	0.586267201
807	0.586244313
808	0.5862384496
809	0.5862324076
810	0.5861841293
811	0.5861518011
812	0.5861140196
813	0.5860742578
814	0.5860164134
815	0.5860055943
816	0.5859541229
817	0.5859321279
818	0.5859107916
819	0.5858301769
820	0.5858217413
821	0.5857768074
822	0.5857517837
823	0.5857401871
824	0.5857362074
825	0.5857198074
826	0.5857058539
827	0.5856891739
828	0.5856714061
829	0.5856232953
830	0.5855697728
831	0.5855178901
832	0.5855010866
833	0.5854578008
834	0.5854421786
835	0.5854042217
836	0.5853689489
837	0.5853576993
838	0.5853163596
839	0.5852712041
840	0.5852318835
841	0.5851921515
842	0.5851705393
843	0.5851191972
844	0.5851026011
845	0.5850888149
846	0.5849818277
847	0.5849559755
848	0.5848854757
849	0.5848017006
850	0.5847447821
851	0.5847143407
852	0.5846727303
853	0.5846181188
854	0.58460721
855	0.5845414378
856	0.584513737
857	0.5845090834
858	0.5845063447
859	0.5844870397
860	0.5844444652
861	0.584441832
862	0.5843828182
863	0.5843705156
864	0.5843533108
865	0.5842773235
866	0.584241641
867	0.5842013697
868	0.5841551906
869	0.5841506087
870	0.5841216889
871	0.5840981572
872	0.584090799
873	0.5840663103
874	0.5840488759
875	0.583960623
876	0.5839258977
877	0.5839162495
878	0.5839060105
879	0.5838963141
880	0.5838469275
881	0.5838208158
882	0.5837808517
883	0.5837718341
884	0.5837475472
885	0.5837136008
886	0.5837087025
887	0.5836886142
888	0.5836769077
889	0.5836505894
890	0.5836211393
891	0.5835656951
892	0.583490648
893	0.583479171
894	0.5834407314
895	0.5833944467
896	0.5833700218
897	0.5833360101
898	0.5832793103
899	0.5832695634
900	0.583235221
901	0.5832242023
902	0.5831816041
903	0.5831468188
904	0.5831215154
905	0.583072563
906	0.5830588912
907	0.5830356759
908	0.5830256563
909	0.5830135512
910	0.582984461
911	0.58296356
912	0.5828791696
913	0.5828368668
914	0.5828118771
915	0.5827671912
916	0.5827336962
917	0.5827198492
918	0.5827003626
919	0.5826915563
920	0.5826719154
921	0.5826544078
922	0.5825906759
923	0.5825598242
924	0.582543866
925	0.5825340905
926	0.58249388
927	0.5824074397
928	0.582369013
929	0.5823499031
930	0.5823365476
931	0.5823031598
932	0.582287505
933	0.5822558909
934	0.5822420825
935	0.5822109267
936	0.5822009422
937	0.5821351878
938	0.5820908931
939	0.5820852625
940	0.5820742008
941	0.5820279831
942	0.5819996075
943	0.5819829683
944	0.5819486579
945	0.5819201258
946	0.5818759088
947	0.5818374025
948	0.5818191403
949	0.5817918719
950	0.5817474468
951	0.5817196886
952	0.5816789111
953	0.5816514966
954	0.5815751421
955	0.5815474078
956	0.5814658895
957	0.5814543438
958	0.5814414427
959	0.5814005944
960	0.581357845
961	0.5813041107
962	0.5812575021
963	0.5812419671
964	0.5812051933
965	0.5811989775
966	0.5811402858
967	0.5811071272
968	0.5811049622
969	0.5810867256
970	0.5810490666
971	0.5809916492
972	0.580978242
973	0.5809278776
974	0.5808908986
975	0.5808675335
976	0.5808433814
977	0.5808114776
978	0.5808074129
979	0.5807991207
980	0.5807476871
981	0.5806903744
982	0.5806679464
983	0.5806357572
984	0.5805846067
985	0.580546727
986	0.5805454872
987	0.5805211557
988	0.5804187777
989	0.5803952249
990	0.5803490405
991	0.580335784
992	0.5803240082
993	0.5803039181
994	0.5802474319
995	0.5802417065
996	0.5802334496
997	0.5802315628
998	0.5801960787
999	0.58014528
